page,text,p,start,end,type,description,wikidata,viaf,loc,notes
0387,"Monday, April 17, 1893",1,0,22,DATE,Absolute or relative dates or periods,,,,
0387,Florence,1,24,32,GPE,"Countries, cities, states",,,,
0387,Bernhard,2,0,8,PERSON,"People, including fictional",,,,
0387,Rome,2,21,25,GPE,"Countries, cities, states",,,,
0387,6.35 in the morning,2,29,48,TIME,Times smaller than a day,,,,
0387,Carl Frey,3,18,27,PERSON,"People, including fictional",,,,
0387,the morning,3,31,42,TIME,Times smaller than a day,,,,
0387,Lohse,4,24,29,PERSON,"People, including fictional",,,,
0387,Pitti,4,37,42,PERSON,"People, including fictional",,,,
0387,Catalogue,5,61,70,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0387,"Tuesday, April 18, 1893",6,0,23,DATE,Absolute or relative dates or periods,,,,
0387,Florence,6,25,33,GPE,"Countries, cities, states",,,,
0387,all day,8,7,14,DATE,Absolute or relative dates or periods,,,,
0387,Crabbed Age,8,37,48,WORK_OF_ART,"Titles of books, songs, etc.",,,,
0387,Bernhard,9,0,8,PERSON,"People, including fictional",,,,
0387,Rome,9,18,22,GPE,"Countries, cities, states",,,,
0387,"Wednesday, April 19, 1893",10,0,25,DATE,Absolute or relative dates or periods,,,,
0387,Florence,10,27,35,GPE,"Countries, cities, states",,,,
0387,Bernhard,12,0,8,PERSON,"People, including fictional",,,,
0387,9,12,21,22,TIME,Times smaller than a day,,,,
0387,Americans,12,73,82,NORP,Nationalities or religious or political groups,,,,
0387,Davis,12,88,93,PERSON,"People, including fictional",,,,
0387,"12,000",12,112,118,MONEY,"Monetary values, including unit",,,,
0387,four,12,127,131,CARDINAL,Numerals that do not fall under another type,,,,
0387,Bernhard,12,166,174,PERSON,"People, including fictional",,,,
0387,American,12,224,232,NORP,Nationalities or religious or political groups,,,,
0387,"Thursday, April 20, 1893",13,0,24,DATE,Absolute or relative dates or periods,,,,
0387,Florence,13,26,34,GPE,"Countries, cities, states",,,,
0387,all day,14,10,17,DATE,Absolute or relative dates or periods,,,,
0387,5,14,23,24,TIME,Times smaller than a day,,,,
0387,Bernhard,15,5,13,PERSON,"People, including fictional",,,,
0387,Vernon Lee,15,31,41,PERSON,"People, including fictional",,,,
0387,Mikes,15,65,70,PERSON,"People, including fictional",,,,
0387,American,16,19,27,NORP,Nationalities or religious or political groups,,,,
0387,the evening,17,4,15,TIME,Times smaller than a day,,,,
0387,Florence,17,41,49,GPE,"Countries, cities, states",,,,
0387,Mikes,17,59,64,PERSON,"People, including fictional",,,,
0387,English,18,45,52,LANGUAGE,Any named language,,,,
0387,two,19,7,10,CARDINAL,Numerals that do not fall under another type,,,,
0387,Bernhard,20,116,124,PERSON,"People, including fictional",,,,
0387,Feilding,22,38,46,PERSON,"People, including fictional",,,,
0387,Signorelli,23,19,29,PERSON,"People, including fictional",,,,
0387,Uffizi,23,37,43,PERSON,"People, including fictional",,,,
0387,dull days,23,262,271,DATE,Absolute or relative dates or periods,,,,
